,Issue No,Issue Date,Gazette Number,Category,Department,URL,Deleted,Archived URL,Archived Date
66,19,2023-01-13,Part II--Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,"HOME DEPARTMENT - (Transport-I) - Tamil Nadu Electric Vehicles Policy, 2019 100% Exemption of Motor Vehicle Tax in Respect of all Battery Operated Vehicles (Electric Vehicles) under the Tamil Nadu Motor Vehicles Taxation Act, 1974.",http://www.stationeryprinting.tn.gov.in/extraordinary/2023/19_Ex_II_2_2023.pdf,False,https://web.archive.org/web/20230401003542/http://www.stationeryprinting.tn.gov.in/extraordinary/2023/19_Ex_II_2_2023.pdf,2023-04-01 00:35:42
67,18,2023-01-13,Part VI--Section 1,"Notifications of interest to the General Public issued by Heads of Departments, Etc","THE COMMISSIONER OF LAND ADMINISTRATION CHEPAUK, CHENNAI-600 005 - Acquisition of Lands",http://www.stationeryprinting.tn.gov.in/extraordinary/2023/18_Ex_VI_1_2023.pdf,False,https://web.archive.org/web/20230401003547/http://www.stationeryprinting.tn.gov.in/extraordinary/2023/18_Ex_VI_1_2023.pdf,2023-04-01 00:35:47
68,17,2023-01-12,Part IV--Section 1,Tamil Nadu Bills,BILLS - No. 1 of 2023 to No. 3 of 2023 (English),http://www.stationeryprinting.tn.gov.in/extraordinary/2023/17_Ex_IV_1_E_2023.pdf,False,https://web.archive.org/web/20230401003548/http://www.stationeryprinting.tn.gov.in/extraordinary/2023/17_Ex_IV_1_E_2023.pdf,2023-04-01 00:35:48
69,17,2023-01-12,Part IV--Section 1,Tamil Nadu Bills,BILLS - No. 1 of 2023 to No. 3 of 2023 (Tamil),http://www.stationeryprinting.tn.gov.in/extraordinary/2023/17A_Ex_IV_1_T_2023.pdf,False,https://web.archive.org/web/20230403130454/http://www.stationeryprinting.tn.gov.in/extraordinary/2023/17A_Ex_IV_1_T_2023.pdf,2023-04-03 13:04:54
70,16,2023-01-11,Part IV--Section 2,Tamil Nadu Acts and Ordinances,ACTS - No. 1 of 2023 and 2 of 2023,http://www.stationeryprinting.tn.gov.in/extraordinary/2023/16_Ex_IV_2_2023.pdf,False,https://web.archive.org/web/20230401003544/http://www.stationeryprinting.tn.gov.in/extraordinary/2023/16_Ex_IV_2_2023.pdf,2023-04-01 00:35:44
71,15,2023-01-10,Part II--Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,WATER RESOURCES DEPARTMENT - Acquisition of Lands,http://www.stationeryprinting.tn.gov.in/extraordinary/2023/15_Ex_II_2_2023.pdf,False,https://web.archive.org/web/20230401003647/http://www.stationeryprinting.tn.gov.in/extraordinary/2023/15_Ex_II_2_2023.pdf,2023-04-01 00:36:47
72,14,2023-01-10,Part II--Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments,TRANSPORT DEPARTMENT--WITHDRAWAL FROM ACQUISITION OF LANDS,http://www.stationeryprinting.tn.gov.in/extraordinary/2023/14_Ex_II_2_2023.pdf,False,https://web.archive.org/web/20230401003726/http://www.stationeryprinting.tn.gov.in/extraordinary/2023/14_Ex_II_2_2023.pdf,2023-04-01 00:37:26
73,13,2023-01-10,Part VI--Section 1,"Notifications of interest to the General Public issued by Heads of Departments, Etc","THE COMMISSIONER OF LAND ADMINISTRATION CHEPAUK, CHENNAI-600 005 - Acquisition of Lands",http://www.stationeryprinting.tn.gov.in/extraordinary/2023/13_Ex_VI_1_2023.pdf,False,https://web.archive.org/web/20230401003737/http://www.stationeryprinting.tn.gov.in/extraordinary/2023/13_Ex_VI_1_2023.pdf,2023-04-01 00:37:37
74,12,2023-01-09,Part VI--Section 1,"Notifications of interest to the General Public issued by Heads of Departments, Etc.","THE COMMISSIONER OF LAND ADMINISTRATION CHEPAUK, CHENNAI-600 005 -- ACQUISITION OF LANDS",http://www.stationeryprinting.tn.gov.in/extraordinary/2023/12_Ex_VI_1_2023.pdf,False,https://web.archive.org/web/20230401003728/http://www.stationeryprinting.tn.gov.in/extraordinary/2023/12_Ex_VI_1_2023.pdf,2023-04-01 00:37:28
75,11,2023-01-07,Part II--Section 1,Notifications or Orders of specific character or of particular interest to the public issued by Secretariat Departments,"DEMISE OF HONOURABLE THIRU E. THIRUMAHAN EVERAA, MEMBER OF THE TAMIL NADU LEGISLATIVE ASSEMBLY",http://www.stationeryprinting.tn.gov.in/extraordinary/2023/11_Ex_II_1_2023.pdf,False,https://web.archive.org/web/20230401003726/http://www.stationeryprinting.tn.gov.in/extraordinary/2023/11_Ex_II_1_2023.pdf,2023-04-01 00:37:26
76,10,2023-01-06,Part II--Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,"ENERGY DEPARTMENT--Appointment of Member (Legal) in the Tamil Nadu Electricity Regulatory Commission under the Electricity Act, 2003.",http://www.stationeryprinting.tn.gov.in/extraordinary/2023/10_Ex_II_2_2023.pdf,False,https://web.archive.org/web/20230401003728/http://www.stationeryprinting.tn.gov.in/extraordinary/2023/10_Ex_II_2_2023.pdf,2023-04-01 00:37:28
77,9,2023-01-06,Part VI--Section 1,"Notifications of interest to the General Public issued by Heads of Departments, Etc","THE COMMISSIONER OF LAND ADMINISTRATION CHEPAUK, CHENNAI-600 005 - Acquisition of Lands",http://www.stationeryprinting.tn.gov.in/extraordinary/2023/9_Ex_VI_1_2023.pdf,False,https://web.archive.org/web/20230401003729/http://www.stationeryprinting.tn.gov.in/extraordinary/2023/9_Ex_VI_1_2023.pdf,2023-04-01 00:37:29
78,8,2023-01-05,Part II--Section 1,Notifications or Orders of specific character or of particular interest to the public issued by Secretariat Departments,MARKET BORROWING PROGRAMME OF STATE GOVERNMENT BY AUCTION,http://www.stationeryprinting.tn.gov.in/extraordinary/2023/8_Ex_II_1_2023.pdf,False,https://web.archive.org/web/20230401003712/http://www.stationeryprinting.tn.gov.in/extraordinary/2023/8_Ex_II_1_2023.pdf,2023-04-01 00:37:12
79,7,2023-01-04,Part II--Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,"ANIMAL HUSBANDRY, DAIRYING, FISHERIES AND FISHERMEN WELFARE DEPARTMENT -Place and date for conducting jallikattu under clause (dd) of section 2 of the prevention of cruelty to animals act, 1960 as amended by the prevention of cruelty to animals",http://www.stationeryprinting.tn.gov.in/extraordinary/2023/7_Ex_II_2_2023.pdf,False,https://web.archive.org/web/20230401003729/http://www.stationeryprinting.tn.gov.in/extraordinary/2023/7_Ex_II_2_2023.pdf,2023-04-01 00:37:29
80,6,2023-01-04,Part II--Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,HEALTH AND FAMILY WELFARE DEPARTMENT--Medical Education – Appointment of Vice Chancellor for the Tamil Nadu Dr. M.G.R. Medical University – Constitution of Search Committee as per section 10 (1) of the Tamil Nadu Dr. M.G.R. Medical University….,http://www.stationeryprinting.tn.gov.in/extraordinary/2023/6_Ex_II_2_2023.pdf,False,https://web.archive.org/web/20230401003710/http://www.stationeryprinting.tn.gov.in/extraordinary/2023/6_Ex_II_2_2023.pdf,2023-04-01 00:37:10
81,5,2023-01-04,Part II--Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,"HEALTH AND FAMILY WELFARE DEPARTMENT--Prescription of Educational Qualification and Experience for the post of Vice-Chancellor in the Tamil Nadu Dr.M.G.R Medical University under the Tamil Nadu Dr. M.G.R Medical University, Chennai (Amendment) Act, 2018.",http://www.stationeryprinting.tn.gov.in/extraordinary/2023/5_Ex_II_2_2023.pdf,False,https://web.archive.org/web/20230401003647/http://www.stationeryprinting.tn.gov.in/extraordinary/2023/5_Ex_II_2_2023.pdf,2023-04-01 00:36:47
82,4,2023-01-03,Part II--Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,"SOCIAL WELFARE AND WOMEN EMPOWERMENT DEPARTMENT--Reconstitution of Juvenile Justice Board in certain districts under the Juvenile Justice (Care and Protection of Children) Act, 2015 [Central Act 2 of 2016] and …",http://www.stationeryprinting.tn.gov.in/extraordinary/2023/4_Ex_II_2_2023.pdf,False,https://web.archive.org/web/20230401003730/http://www.stationeryprinting.tn.gov.in/extraordinary/2023/4_Ex_II_2_2023.pdf,2023-04-01 00:37:30
83,3,2023-01-03,Part VI-Section 1,"Notifications of interest to the General Public issued by Heads of Departments, Etc.","THE COMMISSIONER OF LAND ADMINISTRATION CHEPAUK, CHENNAI-600 005 - Acquisition of Lands",http://www.stationeryprinting.tn.gov.in/extraordinary/2023/3_Ex_VI_1_2023.pdf,False,https://web.archive.org/web/20230401003717/http://www.stationeryprinting.tn.gov.in/extraordinary/2023/3_Ex_VI_1_2023.pdf,2023-04-01 00:37:17
84,2,2023-01-03,Part VI-Section 1,"Notifications of interest to the General Public issued by Heads of Departments, Etc.","THE COMMISSIONER OF LAND ADMINISTRATION CHEPAUK, CHENNAI-600 005 - Acquisition of Lands",http://www.stationeryprinting.tn.gov.in/extraordinary/2023/2_Ex_VI_1_2023.pdf,False,https://web.archive.org/web/20230403130456/http://www.stationeryprinting.tn.gov.in/extraordinary/2023/2_Ex_VI_1_2023.pdf,2023-04-03 13:04:56
85,1,2023-01-02,Part III--Section 1a,"General Statutory Rules, Notifications, Orders, Regulations, etc., issued by Secretariat Departments.","HOUSING AND URBAN DEVELOPMENT DEPARTMENT--Amendments to the Tamil Nadu Combined Development and Building Rules, 2019.",http://www.stationeryprinting.tn.gov.in/extraordinary/2023/1_Ex_III_1a_2023.pdf,False,https://web.archive.org/web/20230401003720/http://www.stationeryprinting.tn.gov.in/extraordinary/2023/1_Ex_III_1a_2023.pdf,2023-04-01 00:37:20
86,386,2008-12-31,Part VI - Section 1,"Notifications of interest to the General Public issued by Heads of Departments, etc.",JUDICIAL NOTIFICATIONS - CONFERMENT OF POWERS,http://www.stationeryprinting.tn.gov.in/extraordinary/2008/386-Ex-VI-1.pdf,False,https://web.archive.org/web/20220811214144/http://www.stationeryprinting.tn.gov.in/extraordinary/2008/386-Ex-VI-1.pdf,2022-08-11 21:41:44
87,385,2008-12-29,Part V - Section 2,"Notification relating to list of contesting candidates from Collector and Returning Officer, other Heads of Departments, Election Tribunals, etc.","Bye-election To Tamil Nadu Legislative Assembly, 2009",http://www.stationeryprinting.tn.gov.in/extraordinary/2008/385-Ex-V-2.pdf,False,https://web.archive.org/web/20220811214147/http://www.stationeryprinting.tn.gov.in/extraordinary/2008/385-Ex-V-2.pdf,2022-08-11 21:41:47
88,384,2008-12-27,Part II - Section 1,Notifications or Orders of specific character or of particular interest to the public issued by Secretariat Departments.,"Public Department (Elections) - Declaration Of Friday, 9th January, 2009 As A Public Holiday In Connection With The Bye-election To Tamil Nadu Legislative Assembly From 137. Thirumangalam Assembly Constituency In Tamil Nadu.",http://www.stationeryprinting.tn.gov.in/extraordinary/2008/384-Ex-II-1.pdf,False,https://web.archive.org/web/20220811214149/http://www.stationeryprinting.tn.gov.in/extraordinary/2008/384-Ex-II-1.pdf,2022-08-11 21:41:49
89,383,2008-12-26,Part II - Section 2,Notifications or Orders of interest to a section of the public issued by Secretariat Departments.,"Industries Department - Acquisition Of Lands - Notice Under Sub-section (1) Of Section 3 Of The Tamil Nadu Acquisition Of Land For Industrial Purposes Act, 1997 (Tamil Nadu Act 10 Of 1999)",http://www.stationeryprinting.tn.gov.in/extraordinary/2008/383-Ex-II-2.pdf,False,https://web.archive.org/web/20220811214152/http://www.stationeryprinting.tn.gov.in/extraordinary/2008/383-Ex-II-2.pdf,2022-08-11 21:41:52
90,382,2008-12-24,Part II - Section 2,Notifications or Orders of interest to a section of the public issued by Secretariat Departments.,"Rural Development And Panchayat Raj Department -Date Of Coming Into Force Of The Tamil Nadu Panchayats (Ninth Amendment) Act, 2008.",http://www.stationeryprinting.tn.gov.in/extraordinary/2008/382-Ex-II-2.pdf,False,https://web.archive.org/web/20220811214154/http://www.stationeryprinting.tn.gov.in/extraordinary/2008/382-Ex-II-2.pdf,2022-08-11 21:41:54
91,381,2008-12-23,Part II—Section 2,Notifications or Orders of interest to a section of the public issued by Secretariat Departments.,HOME DEPARTMENT (Courts) - APPOINTMENT OF PRESIDING JUDGE OF THE DESIGNATED COURT UNDER THE TERRORIST AND DISRUPTIVE ACTIVITIES (PREVENTION) ACT. - Amendment to Notification.,http://www.stationeryprinting.tn.gov.in/extraordinary/2008/381-Ex-II-2.pdf,False,https://web.archive.org/web/20220811214156/http://www.stationeryprinting.tn.gov.in/extraordinary/2008/381-Ex-II-2.pdf,2022-08-11 21:41:56
92,380,2008-12-22,Part II—Section 2,Notifications or Orders of interest to a section of the public issued by Secretariat Departments.,"HIGHER EDUCATION DEPT - CONSTITUTION OF SEARCH COMMITTEE TO RECOMMEND A PANEL OF THREE NAMES TO THE CHANCELLOR FOR APPOINTMENT OF VICE-CHANCELLOR TO TN PHYSICAL EDUCATION & SPORTS UNIVERSITY, CHENNAI UNDER TN PHYSICAL EDUCATION & SPORTS",http://www.stationeryprinting.tn.gov.in/extraordinary/2008/380-Ex-II-2.pdf,False,https://web.archive.org/web/20220811214159/http://www.stationeryprinting.tn.gov.in/extraordinary/2008/380-Ex-II-2.pdf,2022-08-11 21:41:59
93,379,2008-12-19,Part II—Section 1,Notifications or Orders of specific character or of particular interest to the public issued by Secretariat Departments.,COMMERCIAL TAXES AND REGISTRATION DEPARTMENT - EXEMPTION IN RESPECT OF THE TAX PAYABLE ON THE SALE OF GOODS MADE TO THE CONSULATE GENERALS AND TO THEIR CONSULAR OFFICES FOR CERTAIN COUNTRIES IN TAMIL NADU UNDER THE TAMIL NADU VALUE ADDED TAX ACT.,http://www.stationeryprinting.tn.gov.in/extraordinary/2008/379-Ex-II-1.pdf,False,https://web.archive.org/web/20220811214201/http://www.stationeryprinting.tn.gov.in/extraordinary/2008/379-Ex-II-1.pdf,2022-08-11 21:42:01
94,378,2008-12-19,Part II—Section 2,Notifications or Orders of interest to a section of the public issued by Secretariat Depts.,"CT & REG. DEPT - EXEMPTION IN RESPECT OF LUXURY TAX PAYABLE ON LUXURY TO BE PROVIDED IN HOTELS FOR THE DELEGATES & OTHER GUESTS OF PRAVASI BHARTIYA DIVAS, 2009 TO BE ORGANIZED IN CHENNAI FOR CERTAIN PERIOD UNDER TN TAX ON LUXURIES ACT.",http://www.stationeryprinting.tn.gov.in/extraordinary/2008/378-Ex-II-2.pdf,False,https://web.archive.org/web/20220811214204/http://www.stationeryprinting.tn.gov.in/extraordinary/2008/378-Ex-II-2.pdf,2022-08-11 21:42:04
95,377,2008-12-18,Part II—Section 2,Notifications or Orders of interest to a section of the public issued by Secretariat Departments.,FINANCE DEPARTMENT (Salaries) - NOTIFICATION REGARDING AWARD OF CONSTRUCTION OF THE DAIRY-CUM-POWDER PLANT AT THIRUVANNAMALAI ON TURNKEY BASIS TO NATIONAL DAIRY DEVELOPMENT BOARD UNDER THE TAMIL NADU TRANSPARENCY IN TENDERS ACT.,http://www.stationeryprinting.tn.gov.in/extraordinary/2008/377-Ex-II-2.pdf,False,https://web.archive.org/web/20220811214207/http://www.stationeryprinting.tn.gov.in/extraordinary/2008/377-Ex-II-2.pdf,2022-08-11 21:42:07
96,376,2008-12-18,Part III—Section 1(b),"Service Rules including Ad hoc Rules, Regulations, etc., issued by Secretariat Departments.",MUNICIPAL ADMINISTRATION AND WATER SUPPLY DEPARTMENT - AMENDMENT TO THE SPECIAL RULES FOR THE TAMIL NADU MUNICIPAL COMMISSIONERS’ SERVICE.,http://www.stationeryprinting.tn.gov.in/extraordinary/2008/376-Ex-iii-1b.pdf,False,https://web.archive.org/web/20220811214209/http://www.stationeryprinting.tn.gov.in/extraordinary/2008/376-Ex-iii-1b.pdf,2022-08-11 21:42:09
97,375,2008-12-18,Part III—Section 1(a),"General Statutory Rules, Notifications, Orders, Regulations, etc., issued by Secretariat Departments.","MUNICIPAL ADMINISTRATION AND WATER SUPPLY DEPARTMENT - AMENDMENT TO THE CHENNAI CITY MUNICIPAL CORPORATION LICENSING OF HOARDINGS AND LEVY AND COLLECTION OF ADVERTISEMENT TAX RULES, 2003.",http://www.stationeryprinting.tn.gov.in/extraordinary/2008/375-Ex-iii-1a.pdf,False,https://web.archive.org/web/20220811214212/http://www.stationeryprinting.tn.gov.in/extraordinary/2008/375-Ex-iii-1a.pdf,2022-08-11 21:42:12
98,374,2008-12-18,Part II—Section 2,Notifications or Orders of interest to a section of the public issued by Secretariat Departments.,"MUNICIPAL ADMINISTRATION AND WATER SUPPLY DEPARTMENT - DATE OF COMING INTO FORCE OF THE TAMIL NADU MUNICIPAL LAWS (FOURTH AMENDMENT) ACT, 2008.",http://www.stationeryprinting.tn.gov.in/extraordinary/2008/374-Ex-II-2.pdf,False,https://web.archive.org/web/20220811214215/http://www.stationeryprinting.tn.gov.in/extraordinary/2008/374-Ex-II-2.pdf,2022-08-11 21:42:15
99,373,2008-12-17,Part II—Section 2,Notifications or Orders of interest to a section of the public issued by Secretariat Departments.,HIGHWAYS AND MINOR PORTS DEPARTMENT - ACQUISITION OF LANDS,http://www.stationeryprinting.tn.gov.in/extraordinary/2008/373-Ex-II-2.pdf,False,https://web.archive.org/web/20220811214217/http://www.stationeryprinting.tn.gov.in/extraordinary/2008/373-Ex-II-2.pdf,2022-08-11 21:42:17
