,Part,Content,URL,Date,Issue,Deleted,Archived URL,Archived Date
55,9. Part III--Section 2,Statutory Notifications and Orders issued by Heads of Departments CHENNAI PORT AUTHORITY - Upfront Tariff For Stevedoring and Shore Handling Services,http://www.stationeryprinting.tn.gov.in/gazette/2023/9_III_2_2023.pdf,2023-03-01,9,False,https://web.archive.org/web/20230404090121/http://www.stationeryprinting.tn.gov.in/gazette/2023/9_III_2_2023.pdf,2023-04-04 09:01:21
52,5. Part VI--Section 1,"Notifications of interest to the General Public issued by Heads of Departments, Etc GENERAL NOTIFICATIONS - Final Closing and Cancellation of Registration for certain Co-operative Societies in certain Districts. JUDICIAL NOTIFICATIONS - Fixation the Local Limits of the Jurisdiction of the District Munsif Courts of Nagapattinam and Mayiladuthurai Districts - Conferment of Magisterial Powers TAMIL NADU MEDICAL COUNCIL, CHENNAI - Amendment Notification under the Aadhaar Authentication for Good Governance (Social Welfare, Innovation, Knowledge) Rules, 2020",http://www.stationeryprinting.tn.gov.in/gazette/2023/9_VI_1_2023.pdf,2023-03-01,9,False,https://web.archive.org/web/20230404090121/http://www.stationeryprinting.tn.gov.in/gazette/2023/9_VI_1_2023.pdf,2023-04-04 09:01:21
51,4. Part III-Section 1a,"General Statutory Rules, Notifi cations, Orders, Regulations, etc., issued by Secretariat Departments. HOME DEPARTMENT - Amendments to the Tamil Nadu Motor Vehicles Rules",http://www.stationeryprinting.tn.gov.in/gazette/2023/9_III_1a_2023.pdf,2023-03-01,9,False,https://web.archive.org/web/20230404090142/http://www.stationeryprinting.tn.gov.in/gazette/2023/9_III_1a_2023.pdf,2023-04-04 09:01:42
50,1. Part I,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments I. NOTICE REGARDING GAZETTE EXTRAORDINARY ISSUES PUBLISHED DURING THE WEEK II. NOTICE REGARDING PARTS AND SECTIONS OF THE GAZETTE NOT PUBLISHED DURING THE WEEK PUBLIC DEPARTMENT - (Special-A) - Appointment PUBLIC DEPARTMENT - (Special-B) - Obituary Notice",http://www.stationeryprinting.tn.gov.in/gazette/2023/9_I_2023.pdf,2023-03-01,9,False,https://web.archive.org/web/20230404090142/http://www.stationeryprinting.tn.gov.in/gazette/2023/9_I_2023.pdf,2023-04-04 09:01:42
62,6. Part VI-Section 1-T-Supp,"Notifications of interest to the General Public issued by Heads of Departments, Etc. Notice regarding dissolution of societies u/s 137(2) (b) and appointment of winding up officers u/s 138(1) Tamil Nadu Co-operative Societies Act, 1983",http://www.stationeryprinting.tn.gov.in/gazette/2023/8_VI_1_T_Sup.pdf,2023-02-22,8,True,,
66,10. Part VI--Section 4,Advertisements by private individuals and private institutions PRIVATE ADVERTISEMENTS - Change of Names - Notice,http://www.stationeryprinting.tn.gov.in/gazette/2023/8_VI_4_2023.pdf,2023-02-22,8,True,,
65,9. Part VI--Section 3(b),"Notifications issued by Quasi-Government bodies and Public Sector undertakings. UNIVERSITY AUTHORITIES - The Tamil Nadu Dr. M.G.R. Medical University, Chennai - Notice of Election",http://www.stationeryprinting.tn.gov.in/gazette/2023/8_VI_3b_2023.pdf,2023-02-22,8,True,,
64,8. Part VI--Section 3(a),"Notifications issued by cost recoverable institutions of State and Central Governments. REHABILITATION AND RESETTLEMENT IN KARUR DISTRICT - Right to fair Compensation and Transparency in Land Acquisition and Resettlement Act, 2013 GENERAL NOTIFICATIONS--TAMIL NADU WAQF BOARD, CHENNAI-600 001 - Taking over the Royapettah, Masjid E Asar E Sherif, Chennai District (G.S. No. 100/Chen) under Direct Management of Tamil Nadu Waqf Board etc… JUDICIAL NOTIFICATIONS - Insolvency Petitions",http://www.stationeryprinting.tn.gov.in/gazette/2023/8_VI_3a_2023.pdf,2023-02-22,8,True,,
63,7. Part VI-Section 1A-Sup,"Notifications of interest to the General Public issued by Heads of Departments, Etc. CAUVERY-VAIGAI-GUNDAR LINK CANAL PROJECT, THIRUCHIRAPPALLI DISTRICT - Acquisition of Lands",http://www.stationeryprinting.tn.gov.in/gazette/2023/8_VI_1A_Sup_2023.pdf,2023-02-22,8,False,https://web.archive.org/web/20230404090142/http://www.stationeryprinting.tn.gov.in/gazette/2023/8_VI_1A_Sup_2023.pdf,2023-04-04 09:01:42
61,5. Part VI--Section 1,"Notifications of interest to the General Public issued by Heads of Departments, Etc. GENERAL NOTIFICATIONS--Variation to the Approved Second Master Plan for the Chennai Metropolitan Area 2026 of Chennai Metropolitan Development Authority for Chennai Metropolitan Area…… JUDICIAL NOTIFICATION--Declaration of Dividend",http://www.stationeryprinting.tn.gov.in/gazette/2023/8_VI_1_2023.pdf,2023-02-22,8,True,,
60,4. Part IV--Section 2-T-Supp,Tamil Nadu Acts and Ordinance Act No. 1/2023,http://www.stationeryprinting.tn.gov.in/gazette/2023/8_IV_2_T_Sup_2023.pdf,2023-02-22,8,True,,
59,3. Part II-Section 2-T-Sup.,Notifications or Orders of interest to a section of the public issued by Secretariat Departments. HOUSING AND URBAN DEVELOPMENT DEPARTMENT - Government Notifications and Tamil Translations.,http://www.stationeryprinting.tn.gov.in/gazette/2023/8_II_2_T_Sup_2023.pdf,2023-02-22,8,True,,
58,2. Part II--Section 2,"Notifications or Orders of interest to a section of the public issued by Secretariat Departments. ANIMAL HUSBANDRY, DAIRYING, FISHERIES AND FISHERMEN WELFARE DEPARTMENT - Prevention of Cruelty to Animals Act. Places and Date for Conducting Jallikattu / Erudhu Vidum Vizha for certain Districts etc… HOME DEPARTMENT - Tamil Nadu Civil Courts Act.— Constitution of a Subordinate Judge's Court at Vandavasi in Tiruvannamalai District -- Code of Criminal Procedure -- Banning of Unregulated Deposits Schemes Act.— Amendment to Notification.. HOUSING AND URBAN DEVELOPMENT DEPARTMENT - Tamil Nadu Town and Country Plannng Act.—Declaration of Kancheepuram New Town Development Plan for Chennai Metropolitan Development Authority, etc. LABOUR WELFARE AND SKILL DEVELOPMENT DEPARTMENT - Labour Courts for Adjudication",http://www.stationeryprinting.tn.gov.in/gazette/2023/8_II_2_2023.pdf,2023-02-22,8,True,,
57,1. Part I,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. I. NOTICE REGARDING GAZETTE EXTRAORDINARY ISSUES PUBLISHED DURING THE WEEK II. NOTICE REGARDING PARTS AND SECTIONS OF THE GAZETTE NOT PUBLISHED DURING THE WEEK.",http://www.stationeryprinting.tn.gov.in/gazette/2023/8_P_I_2023.pdf,2023-02-22,8,True,,
73,7. Part VI--Section 1,"Notifications of interest to the General Public issued by Heads of Departments, Etc. Final closing and Cancellation of Registration for certain Co-operative societies in certain Districts--Ind, No.10 (U/L) The Vellore District Irula Biomass and Household Products Manufacturers' Livelihood Industrial Co-operative Society Ltd. etc…….. GENERAL NOTIFICATIONS--Winding up the affairs of the Ind. No.23/MDS/2008, Moulavi A Raheem Auto Drivers Industrial Co-operative Society Ltd., Chennai District and Appointment of Official Liquidator JUDICIAL NOTIFICATIONS--Constitution of a Sub Court at Kodumudi in Erode District and Ponnamaravathy in Pudukkottai District, etc……",http://www.stationeryprinting.tn.gov.in/gazette/2023/7_VI_1_2023.pdf,2023-02-15,7,True,,
77,12. Part VI--Section 4,Advertisements by private individuals and private institutions PRIVATE ADVERTISEMENTS - Change of Names - Notice,http://www.stationeryprinting.tn.gov.in/gazette/2023/7_VI_4_2023.pdf,2023-02-15,7,True,,
76,11. Part VI--Section 3(a),"Notifications issued by cost recoverable institutions of State and Central Governments. GENERAL NOTIFICATIONS--TAMIL NADU WAQF BOARD, CHENNAI-600 001.--Ratification and Extension period of Direct Management of Hazrath Imamar Zafer Sadiq Fathia, in Coimbatore District, etc……..",http://www.stationeryprinting.tn.gov.in/gazette/2023/7_VI_3a_2023,2023-02-15,7,True,,
75,10. Part VI--Section 2,"Notifications of interest to a section of the public issued by Heads of Departments, etc. TAMIL NADU STATE LEGAL SERVICES AUTHORITY--Nomination of Chairman for the High Court Legal Services Committee",http://www.stationeryprinting.tn.gov.in/gazette/2023/7_VI_2_2023.pdf,2023-02-15,7,True,,
74,8. Part VI--Section-1-T-Supp,"Notification by Head of Departments Notification of dissolution of society under section 137(2)(b) of the Tamil Nadu Co-operative Societies Act, 1983 and appointment of officer under section 138(1)",http://www.stationeryprinting.tn.gov.in/gazette/2023/7_VI_1_T_Sup_2023.pdf,2023-02-15,7,True,,
70,4. Part III--Section 1a,"General Statutory Rules, Notifications, Orders, Regulations, etc., issued by Secretariat Departments. HOME DEPARTMENT--Amendments to the Tamil Nadu Suspension of Sentence Rules. LABOUR WELFARE AND SKILL DEVELOPMENT DEPARTMENT--Amendments to the Tamil Nadu Plantations Labour Rules.",http://www.stationeryprinting.tn.gov.in/gazette/2023/7_III_1a_2023.pdf,2023-02-15,7,True,,
72,6. Part III--Section 2,"Statutory Notifications and Orders issued by Heads of Departments. CO-OPERATION, FOOD AND CONSUMER PROTECTION DEPARTMENT--Tamil Nadu Information Technology (Eletronic Services Delivery) Rules, 2016",http://www.stationeryprinting.tn.gov.in/gazette/2023/7_III_2_2023.pdf,2023-02-15,7,True,,
69,3. Part II--Section 2-T-Supp,Notifications or Orders of interest to a section of the public issued by Secretariat Departments.,http://www.stationeryprinting.tn.gov.in/gazette/2023/7_II_2_T_Sup_2023.pdf,2023-02-15,7,True,,
68,2. Part II--Section 2,"Notifications or Orders of interest to a section of the public issued by Secretariat Departments. ANIMAL HUSBANDRY, DAIRYING, FISHERIES AND FISHERMEN WELFARE DEPARTMENT--Prevention of Cruelty to Animals Act.—Places and Dates for Conducting Jallikattu / Erudhu Vidum Vizha for certain Districts etc. ENVIRONMENT, CLIMATE CHANGE AND FOREST DEPARTMENT--Tamil Nadu Forest Act.—Declaration of Thallakakuttu Forest Block--Oddanchatram Forest Block. HOME DEPARTMENT (SC)--Award of the Tamil Nadu Chief Minister's Constabulary Medals on the occasion of the Pongal Day, 2023.--Dellhi Special Police Establishment Act.—Consent HOUSING AND URBAN DEVELOPMENT DEPARTMENT--Tamil Nadu Town and Country Planning Act.—Declaration of Thoppur-Uchapatti New Town Development Area LABOUR WELFARE AND SKILL DEVELOPMENT DEPARTMENT--Labour Courts for Adjudication",http://www.stationeryprinting.tn.gov.in/gazette/2023/7_II_2_2023.pdf,2023-02-15,7,True,,
67,1. Part I,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. I. Notice regarding Gazette Extraordinary issues published during the week. II. Notice regarding parts and sections of the Gazette not published during the week. PUBLIC DEPARTMENT (Special-A)--Appointment",http://www.stationeryprinting.tn.gov.in/gazette/2023/7_P_1_2023.pdf,2023-02-15,7,True,,
71,5. Part III--Section 1b,"Service Rules including Ad hoc Rules, Regulations, etc., issued by Secretariat Departments. HOME DEPARTMENT (Prison-II)--Amendments to the Special Rules for the Tamil Nadu Jail Subordinate Service. LABOUR WELFARE AND SKILL DEVELOPMENT DEPARTMENT--Courts - Constitution of Additional Labour Court, Madurai-Ordered-Revalidation-Orders-Issued.",http://www.stationeryprinting.tn.gov.in/gazette/2023/7_III_1b_2023.pdf,2023-02-15,7,True,,
84,7. Part VI--Section 1,"Notifications of interest to the General Public issued by Heads of Departments, Etc GENERAL NOTIFICATIONS - Winding up of the affairs of Final Closing and Cancellation of Registration for certain Co-operative Societies Ltd., in Kancheepuram District JUDICIAL NOTIFICATIONS - Holidays for the Chief Judicial Magistrate Court, Karur and all the Subordinate Criminal Courts in Karur District for the Year-2023.",http://www.stationeryprinting.tn.gov.in/gazette/2023/6_VI_1_2023.pdf,2023-02-08,6,False,https://web.archive.org/web/20230404090437/http://www.stationeryprinting.tn.gov.in/gazette/2023/6_VI_1_2023.pdf,2023-04-04 09:04:37
87,10. Part VI--Section 4,Advertisements by private individuals and private institutions PRIVATE ADVERTISEMENTS - Change of Names - Notice,http://www.stationeryprinting.tn.gov.in/gazette/2023/6_VI_4_2023.pdf,2023-02-08,6,False,https://web.archive.org/web/20230404090154/http://www.stationeryprinting.tn.gov.in/gazette/2023/6_VI_4_2023.pdf,2023-04-04 09:01:54
86,9. Part VI--Section 2,"Notifications of interest to a section of the public issued by Heads of Departments, etc COLLECTORS AND LOCAL AUTHORITIES --Notification for Mayiladuthurai District Kollidam Panchayat Union, Anaikaranchatram Village Panchayat President Dismissal GOVERNMENT EXAMINATIONS / EDUCATIONAL OFFICERS - Loss of Certificates",http://www.stationeryprinting.tn.gov.in/gazette/2023/6_VI_2_2023.pdf,2023-02-08,6,False,https://web.archive.org/web/20230404100218/http://www.stationeryprinting.tn.gov.in/gazette/2023/6_VI_2_2023.pdf,2023-04-04 10:02:18
85,8. Part VI--Section 1-A-Sup,"Notifications of interest to the General Public issued by Heads of Departments, Etc",http://www.stationeryprinting.tn.gov.in/gazette/2023/6_VI_1A_Sup_2023.pdf,2023-02-08,6,True,,
83,6. Part IV--Section 2T-Sup.,Tamil Nadu Acts and Ordinances Act No. 45 of 2022,http://www.stationeryprinting.tn.gov.in/gazette/2023/6_IV_2_T_Sup_2023.pdf,2023-02-08,6,False,https://web.archive.org/web/20230404090153/http://www.stationeryprinting.tn.gov.in/gazette/2023/6_IV_2_T_Sup_2023.pdf,2023-04-04 09:01:53
82,5. Part III--Section 1b,"Service Rules including Ad hoc Rules, Regulations, etc., issued by Secretariat Departments. HOME DEPARTMENT - Amendments to the Special Rules for the Tamil Nadu Police Service",http://www.stationeryprinting.tn.gov.in/gazette/2023/6_III_1b_2023.pdf,2023-02-08,6,False,https://web.archive.org/web/20230404100221/http://www.stationeryprinting.tn.gov.in/gazette/2023/6_III_1b_2023.pdf,2023-04-04 10:02:21
81,4. Part III--Section 1a,"General Statutory Rules, Notifications, Orders, Regulations, etc., issued by Secretariat Departments CO-OPERATION, FOOD AND CONSUMER PROTECTION DEPARTMENT - Amendment to the Tamil Nadu Co-operative Societies Rules",http://www.stationeryprinting.tn.gov.in/gazette/2023/6_III_1a_2023.pdf,2023-02-08,6,False,https://web.archive.org/web/20230404100221/http://www.stationeryprinting.tn.gov.in/gazette/2023/6_III_1a_2023.pdf,2023-04-04 10:02:21
80,3. Part II--Section 2-T-Sup.,Notifications or Orders of interest to a section of the public issued by Secretariat Departments ENVIRONMENT CLAIMATE CHANGE AND FOREST DEPARTMENT - Notification,http://www.stationeryprinting.tn.gov.in/gazette/2023/6_II_2_T_Sup_2023.pdf,2023-02-08,6,True,,
79,2. Part II--Section 2,"Notifications or Orders of interest to a section of the public issued by Secretariat Departments HOME DEPARTMENT - (SC) - Award of the Tamil Nadu Chief Minister's Fire Service Medals on the occasion of the Pongal Day, 2023……… HOME DEPARTMENT - Tamil Nadu Civil Courts Act LABOUR WELFARE AND SKILL DEVELOPMENT DEPARTMENT - Employees' State Insurance Act - Minimum Wages Act - Industrial Disputes Act - Labour Courts for Adjudication….. WELFARE OF DIFFERENTLY ABLED PERSONS DEPARTMENT - Identification of suitable posts for Diff erently Abled Persons under Group A & B Categories",http://www.stationeryprinting.tn.gov.in/gazette/2023/6_II_2_2023.pdf,2023-02-08,6,True,,
78,1. Part I,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. I. NOTICE REGARDING GAZETTE EXTRAORDINARY ISSUES PUBLISHED DURING THE WEEK II. NOTICE REGARDING PARTS AND SECTIONS OF THE GAZETTE NOT PUBLISHED DURING THE WEEK.",http://www.stationeryprinting.tn.gov.in/gazette/2023/6_P_I_2023.pdf,2023-02-08,6,False,https://web.archive.org/web/20230404100221/http://www.stationeryprinting.tn.gov.in/gazette/2023/6_P_I_2023.pdf,2023-04-04 10:02:21
93,6. Part VI--Section 1,"Notifications of interest to the General Public issued by Heads of Departments, Etc. GENERAL NOTIFICATIONS - Winding up the aff airs of certain Co-operative Societies in certain Districts and Appointment of Offi cial Liquidator.",http://www.stationeryprinting.tn.gov.in/gazette/2023/5_VI_1_2023.pdf,2023-02-01,5,False,https://web.archive.org/web/20230404100221/http://www.stationeryprinting.tn.gov.in/gazette/2023/5_VI_1_2023.pdf,2023-04-04 10:02:21
97,10. Part VI--Section 4,Advertisements by private individuals and private institutions PRIVATE ADVERTISEMENTS - Change of Names - Notice,http://www.stationeryprinting.tn.gov.in/gazette/2023/5_VI_4_2023.pdf,2023-02-01,5,False,https://web.archive.org/web/20230404100453/http://www.stationeryprinting.tn.gov.in/gazette/2023/5_VI_4_2023.pdf,2023-04-04 10:04:53
96,9. Part VI--Section 3b,Notifications issued by Quasi-Government bodies and Public Sector undertakings. UNIVERSITY AUTHORITIES - MADURAI KAMARAJ UNIVERSITY - Election to the Authorities of the University,http://www.stationeryprinting.tn.gov.in/gazette/2023/5_VI_3b_2023.pdf,2023-02-01,5,False,https://web.archive.org/web/20230404100221/http://www.stationeryprinting.tn.gov.in/gazette/2023/5_VI_3b_2023.pdf,2023-04-04 10:02:21
